speed1,speed2,pid1,ad2,lqg3,control
2000,2000,0.492,0.491,0.7083,2
2000,2000,0.4917,0.4926,0.7085,2
2000,2000,0.4915,0.4942,0.7086,2
2000,2000,0.4912,0.4958,0.7087,2
2000,2000,0.491,0.4974,0.7088,2
2000,2000,0.4907,0.499,0.709,2
2000,2000,0.4905,0.5006,0.7091,2
2000,2000,0.4903,0.5022,0.7092,2
2000,2000,0.4938,0.5038,0.7093,2
2000,2000,0.4972,0.5055,0.7095,2
2000,2000,0.5006,0.5071,0.7096,2
2000,2000,0.5039,0.5087,0.7097,2
2000,2000,0.5073,0.5103,0.7098,2
2000,2000,0.5106,0.512,0.71,2
2000,2000,0.5139,0.5136,0.7101,2
2000,2000,0.5172,0.5152,0.7102,2
2000,2000,0.5204,0.5168,0.7103,2
2000,2000,0.5236,0.5183,0.7105,2
2000,2000,0.5252,0.5199,0.7106,2
2000,2000,0.5267,0.5214,0.7107,2
2000,2000,0.5282,0.523,0.7108,2
2000,2000,0.5298,0.5245,0.711,2
2000,2000,0.5313,0.5261,0.7111,2
2000,2000,0.5328,0.5276,0.7112,2
2000,2000,0.5343,0.5291,0.7113,2
2000,2000,0.5358,0.5306,0.7115,2
2000,2000,0.5373,0.5321,0.7116,2
2000,2000,0.5388,0.5336,0.7117,2
2000,2000,0.5391,0.5351,0.7118,2
2000,2000,0.5393,0.5366,0.7119,2
2000,2000,0.5396,0.538,0.7121,2
2000,2000,0.5399,0.5395,0.7122,2
2000,2000,0.5402,0.5409,0.7123,2
2000,2000,0.5405,0.5424,0.7124,2
2000,2000,0.5408,0.5438,0.7126,2
2000,2000,0.5411,0.5453,0.7127,2
2000,2000,0.5414,0.5467,0.7128,2
2000,2000,0.5417,0.5481,0.7129,2
2000,2000,0.5421,0.5496,0.7131,2
2000,2000,0.5425,0.551,0.7132,2
2000,2000,0.5429,0.5524,0.7133,2
2000,2000,0.5433,0.5538,0.7134,2
2000,2000,0.5437,0.5552,0.7135,2
2000,2000,0.5441,0.5566,0.7137,2
2000,2000,0.5445,0.558,0.7138,2
2000,2000,0.5449,0.5594,0.7139,2
2000,2000,0.5453,0.5608,0.714,2
2000,2000,0.5457,0.5622,0.7142,2
2000,2000,0.5488,0.5636,0.7143,2
2000,2000,0.5518,0.565,0.7144,2
2000,2000,0.5548,0.5664,0.7145,2
2000,2000,0.5577,0.5679,0.7146,2
2000,2000,0.5607,0.5693,0.7148,2
2000,2000,0.5636,0.5707,0.7149,2
2000,2000,0.5666,0.5721,0.715,2
2000,2000,0.5695,0.5735,0.7151,2
2000,2000,0.5723,0.5749,0.7153,2
2000,2000,0.5752,0.5763,0.7154,2
2000,2000,0.5766,0.5776,0.7155,2
2000,2000,0.5779,0.579,0.7156,2
2000,2000,0.5793,0.5803,0.7157,2
2000,2000,0.5806,0.5817,0.7159,2
2000,2000,0.5819,0.583,0.716,2
2000,2000,0.5833,0.5843,0.7161,2
2000,2000,0.5846,0.5857,0.7162,2
2000,2000,0.5859,0.587,0.7163,2
2000,2000,0.5873,0.5883,0.7165,2
2000,2000,0.5886,0.5896,0.7166,2
2000,2000,0.5908,0.591,0.7167,2
2000,2000,0.593,0.5923,0.7168,2
2000,2000,0.5952,0.5936,0.717,2
2000,2000,0.5974,0.595,0.7171,2
2000,2000,0.5996,0.5963,0.7172,2
2000,2000,0.6018,0.5976,0.7173,2
2000,2000,0.6039,0.5989,0.7174,2
2000,2000,0.6061,0.6002,0.7176,2
2000,2000,0.6082,0.6015,0.7177,2
2000,2000,0.6103,0.6028,0.7178,2
2000,2000,0.6122,0.6041,0.7179,2
2000,2000,0.6142,0.6054,0.718,2
2000,2000,0.616,0.6067,0.7182,2
2000,2000,0.6179,0.6079,0.7183,2
2000,2000,0.6198,0.6092,0.7184,2
2000,2000,0.6217,0.6105,0.7185,2
2000,2000,0.6235,0.6118,0.7186,2
2000,2000,0.6254,0.613,0.7188,2
2000,2000,0.6272,0.6143,0.7189,2
2000,2000,0.6291,0.6156,0.719,2
2000,2000,0.6315,0.6168,0.7191,2
2000,2000,0.6339,0.6181,0.7193,2
2000,2000,0.6362,0.6193,0.7194,2
2000,2000,0.6386,0.6206,0.7195,2
2000,2000,0.6409,0.6218,0.7196,2
2000,2000,0.6433,0.6231,0.7197,2
2000,2000,0.6456,0.6243,0.7199,2
2000,2000,0.6479,0.6256,0.72,2
2000,2000,0.6502,0.6268,0.7201,2
2000,2000,0.6525,0.6281,0.7202,2
2000,2000,0.6542,0.6293,0.7203,2
2000,2000,0.6559,0.6305,0.7205,2
2000,2000,0.6575,0.6317,0.7206,2
2000,2000,0.6592,0.6329,0.7207,2
2000,2000,0.6609,0.6341,0.7208,2
2000,2000,0.6625,0.6353,0.7209,2
2000,2000,0.6642,0.6365,0.7211,2
2000,2000,0.6658,0.6377,0.7212,2
2000,2000,0.6674,0.6389,0.7213,2
2000,2000,0.6691,0.6401,0.7214,2
2000,2000,0.6679,0.6412,0.7215,2
2000,2000,0.6667,0.6424,0.7217,2
2000,2000,0.6656,0.6435,0.7218,2
2000,2000,0.6644,0.6446,0.7219,2
2000,2000,0.6633,0.6457,0.722,2
2000,2000,0.6622,0.6468,0.7221,2
2000,2000,0.6612,0.648,0.7223,2
2000,2000,0.6601,0.6491,0.7224,2
2000,2000,0.6591,0.6502,0.7225,2
2000,2000,0.6581,0.6513,0.7226,2
2000,2000,0.6598,0.6525,0.7227,2
2000,2000,0.6616,0.6536,0.7229,2
2000,2000,0.6633,0.6548,0.723,2
2000,2000,0.6651,0.6559,0.7231,2
2000,2000,0.6668,0.6571,0.7232,2
2000,2000,0.6685,0.6582,0.7233,2
2000,2000,0.6702,0.6593,0.7235,2
2000,2000,0.6719,0.6605,0.7236,2
2000,2000,0.6736,0.6616,0.7237,2
2000,2000,0.6753,0.6627,0.7238,2
2000,2000,0.6782,0.6639,0.7239,2
2000,2000,0.6811,0.665,0.7241,2
2000,2000,0.6839,0.6662,0.7242,2
2000,2000,0.6867,0.6673,0.7243,2
2000,2000,0.6895,0.6685,0.7244,2
2000,2000,0.6923,0.6696,0.7245,2
2000,2000,0.6951,0.6707,0.7246,2
2000,2000,0.6979,0.6719,0.7248,2
2000,2000,0.7006,0.673,0.7249,2
2000,2000,0.7033,0.6741,0.725,2
2000,2000,0.7054,0.6752,0.7251,2
2000,2000,0.7074,0.6763,0.7252,2
2000,2000,0.7095,0.6774,0.7254,2
2000,2000,0.7115,0.6785,0.7255,2
2000,2000,0.7135,0.6796,0.7256,2
2000,2000,0.7155,0.6807,0.7257,2
2000,2000,0.7175,0.6818,0.7258,2
2000,2000,0.7195,0.6829,0.726,2
2000,2000,0.7215,0.684,0.7261,2
2000,2000,0.7234,0.6851,0.7262,2
2000,2000,0.7204,0.6861,0.7263,2
2000,2000,0.7174,0.6871,0.7264,2
2000,2000,0.7144,0.688,0.7266,2
2000,2000,0.7114,0.689,0.7267,2
2000,2000,0.7085,0.69,0.7268,2
2000,2000,0.7057,0.691,0.7269,2
2000,2000,0.7028,0.6919,0.727,2
2000,2000,0.7,0.6929,0.7271,2
2000,2000,0.6972,0.6939,0.7273,2
2000,2000,0.6945,0.6948,0.7274,2
2000,2000,0.6952,0.6959,0.7275,2
2000,2000,0.6959,0.6969,0.7276,2
2000,2000,0.6966,0.6979,0.7277,2
2000,2000,0.6972,0.699,0.7278,2
2000,2000,0.6979,0.7,0.728,2
2000,2000,0.6986,0.701,0.7281,2
2000,2000,0.6993,0.702,0.7282,2
2000,2000,0.7,0.703,0.7283,2
2000,2000,0.7007,0.704,0.7284,2
2000,2000,0.7014,0.705,0.7285,2
2000,2000,0.702,0.706,0.7287,2
2000,2000,0.7026,0.707,0.7288,2
2000,2000,0.7032,0.708,0.7289,2
2000,2000,0.7038,0.709,0.729,2
2000,2000,0.7044,0.71,0.7291,2
2000,2000,0.705,0.711,0.7292,2
2000,2000,0.7056,0.712,0.7293,2
2000,2000,0.7062,0.713,0.7295,2
2000,2000,0.7069,0.714,0.7296,2
2000,2000,0.7075,0.715,0.7297,2
2000,2000,0.7091,0.716,0.7298,2
2000,2000,0.7108,0.717,0.7299,2
2000,2000,0.7124,0.718,0.73,2
2000,2000,0.714,0.719,0.7302,2
2000,2000,0.7156,0.7199,0.7303,2
2000,2000,0.7172,0.7209,0.7304,2
2000,2000,0.7188,0.7219,0.7305,2
2000,2000,0.7204,0.7229,0.7306,2
2000,2000,0.722,0.7239,0.7307,2
2000,2000,0.7235,0.7249,0.7308,2
2000,2000,0.7238,0.7258,0.731,2
2000,2000,0.724,0.7268,0.7311,2
2000,2000,0.7242,0.7277,0.7312,2
2000,2000,0.7244,0.7287,0.7313,2
2000,2000,0.7247,0.7296,0.7314,2
2000,2000,0.7249,0.7305,0.7315,2
2000,2000,0.7252,0.7315,0.7317,2
2000,2000,0.7254,0.7324,0.7318,2
2000,2000,0.7257,0.7333,0.7319,2
2000,2000,0.7259,0.7343,0.732,2
2000,2000,0.727,0.7352,0.7321,2
2000,2000,0.7281,0.7362,0.7322,2
2000,2000,0.7292,0.7371,0.7323,2
2000,2000,0.7302,0.738,0.7325,2
2000,2000,0.7313,0.739,0.7326,2
2000,2000,0.7324,0.7399,0.7327,2
2000,2000,0.7334,0.7408,0.7328,2
2000,2000,0.7345,0.7418,0.7329,2
2000,2000,0.7355,0.7427,0.733,2
2000,2000,0.7366,0.7436,0.7331,2
2000,2000,0.7402,0.7446,0.7332,2
2000,2000,0.7438,0.7456,0.7334,2
2000,2000,0.7474,0.7465,0.7335,2
2000,2000,0.7509,0.7475,0.7336,2
2000,2000,0.7545,0.7485,0.7337,2
2000,2000,0.758,0.7494,0.7338,2
2000,2000,0.7614,0.7504,0.7339,2
2000,2000,0.7649,0.7514,0.734,2
0,2000,0.018,0.0004,0.6859,4
0,2000,0.0239,0.0055,0.686,4
0,2000,0.0298,0.0105,0.6861,4
0,2000,0.0357,0.0156,0.6862,4
0,2000,0.0414,0.0205,0.6863,4
0,2000,0.0472,0.0255,0.6864,4
0,2000,0.0528,0.0303,0.6865,4
0,2000,0.0585,0.0352,0.6866,4
0,2000,0.064,0.04,0.6867,4
0,2000,0.0695,0.0447,0.6869,4
0,2000,0.075,0.0494,0.687,4
0,2000,0.0795,0.0541,0.6871,4
0,2000,0.084,0.0587,0.6872,4
0,2000,0.0885,0.0632,0.6873,4
0,2000,0.0929,0.0677,0.6875,4
0,2000,0.0972,0.0722,0.6876,4
0,2000,0.1016,0.0767,0.6877,4
0,2000,0.1059,0.0811,0.6878,4
0,2000,0.1101,0.0854,0.688,4
0,2000,0.1143,0.0897,0.6881,4
0,2000,0.1185,0.094,0.6882,4
0,2000,0.1231,0.0983,0.6883,4
0,2000,0.1277,0.1025,0.6885,4
0,2000,0.1322,0.1067,0.6886,4
0,2000,0.1367,0.1108,0.6887,4
0,2000,0.1411,0.1149,0.6888,4
0,2000,0.1455,0.119,0.689,4
0,2000,0.1499,0.123,0.6891,4
0,2000,0.1542,0.127,0.6892,4
0,2000,0.1585,0.131,0.6894,4
0,2000,0.1627,0.1349,0.6895,4
0,2000,0.1653,0.1388,0.6896,4
0,2000,0.1678,0.1427,0.6897,4
0,2000,0.1703,0.1465,0.6899,4
0,2000,0.1728,0.1502,0.69,4
0,2000,0.1752,0.154,0.6901,4
0,2000,0.1776,0.1577,0.6903,4
0,2000,0.1801,0.1614,0.6904,4
0,2000,0.1825,0.165,0.6905,4
0,2000,0.1849,0.1686,0.6906,4
0,2000,0.1872,0.1722,0.6908,4
0,2000,0.1934,0.1759,0.6909,4
0,2000,0.1996,0.1795,0.691,4
0,2000,0.2057,0.1831,0.6912,4
0,2000,0.2117,0.1866,0.6913,4
0,2000,0.2177,0.1902,0.6914,4
0,2000,0.2237,0.1937,0.6915,4
0,2000,0.2296,0.1971,0.6917,4
0,2000,0.2354,0.2006,0.6918,4
0,2000,0.2413,0.204,0.6919,4
0,2000,0.247,0.2074,0.6921,4
0,2000,0.2501,0.2107,0.6922,4
0,2000,0.2531,0.214,0.6923,4
0,2000,0.2561,0.2173,0.6925,4
0,2000,0.2592,0.2205,0.6926,4
0,2000,0.2621,0.2237,0.6927,4
0,2000,0.2651,0.2269,0.6929,4
0,2000,0.268,0.2301,0.693,4
0,2000,0.271,0.2332,0.6931,4
0,2000,0.2739,0.2363,0.6933,4
0,2000,0.2767,0.2394,0.6934,4
0,2000,0.2824,0.2426,0.6935,4
0,2000,0.288,0.2457,0.6937,4
0,2000,0.2936,0.2488,0.6938,4
0,2000,0.2991,0.2518,0.6939,4
0,2000,0.3046,0.2549,0.6941,4
0,2000,0.3101,0.2579,0.6942,4
0,2000,0.3155,0.2609,0.6943,4
0,2000,0.3208,0.2639,0.6945,4
0,2000,0.3261,0.2668,0.6946,4
0,2000,0.3314,0.2698,0.6948,4
0,2000,0.3342,0.2726,0.6949,4
0,2000,0.3369,0.2755,0.695,4
0,2000,0.3396,0.2783,0.6952,4
0,2000,0.3423,0.2811,0.6953,4
0,2000,0.345,0.2839,0.6954,4
0,2000,0.3477,0.2867,0.6956,4
0,2000,0.3504,0.2894,0.6957,4
0,2000,0.353,0.2922,0.6959,4
0,2000,0.3556,0.2949,0.696,4
0,2000,0.3583,0.2976,0.6961,4
0,2000,0.3618,0.3003,0.6963,4
0,2000,0.3654,0.303,0.6964,4
0,2000,0.3689,0.3056,0.6965,4
0,2000,0.3724,0.3083,0.6967,4
0,2000,0.3759,0.3109,0.6968,4
0,2000,0.3794,0.3135,0.6969,4
0,2000,0.3828,0.3161,0.6971,4
0,2000,0.3862,0.3187,0.6972,4
0,2000,0.3896,0.3213,0.6974,4
0,2000,0.393,0.3238,0.6975,4
0,2000,0.3926,0.3263,0.6976,4
0,2000,0.3922,0.3287,0.6978,4
0,2000,0.3919,0.3312,0.6979,4
0,2000,0.3915,0.3336,0.698,4
0,2000,0.3912,0.336,0.6982,4
0,2000,0.3908,0.3384,0.6983,4
0,2000,0.3905,0.3407,0.6984,4
0,2000,0.3902,0.3431,0.6986,4
0,2000,0.39,0.3454,0.6987,4
0,2000,0.3897,0.3478,0.6988,4
0,2000,0.3906,0.3501,0.699,4
0,2000,0.3916,0.3524,0.6991,4
0,2000,0.3925,0.3547,0.6992,4
0,2000,0.3934,0.357,0.6994,4
0,2000,0.3944,0.3593,0.6995,4
0,2000,0.3953,0.3616,0.6996,4
0,2000,0.3963,0.3639,0.6998,4
0,2000,0.3972,0.3661,0.6999,4
0,2000,0.3981,0.3683,0.7,4
0,2000,0.3991,0.3706,0.7002,4
0,2000,0.4032,0.3728,0.7003,4
0,2000,0.4072,0.3751,0.7004,4
0,2000,0.4112,0.3773,0.7006,4
0,2000,0.4152,0.3796,0.7007,4
0,2000,0.4192,0.3818,0.7008,4
0,2000,0.4231,0.384,0.701,4
0,2000,0.427,0.3862,0.7011,4
0,2000,0.4309,0.3884,0.7012,4
0,2000,0.4348,0.3905,0.7013,4
0,2000,0.4386,0.3927,0.7015,4
0,2000,0.4394,0.3948,0.7016,4
0,2000,0.4401,0.3969,0.7017,4
0,2000,0.4409,0.3989,0.7019,4
0,2000,0.4417,0.401,0.702,4
0,2000,0.4424,0.403,0.7021,4
0,2000,0.4432,0.4051,0.7023,4
0,2000,0.444,0.4071,0.7024,4
0,2000,0.4448,0.4091,0.7025,4
0,2000,0.4455,0.4111,0.7027,4
0,2000,0.4463,0.4131,0.7028,4
0,2000,0.4491,0.4152,0.7029,4
0,2000,0.4518,0.4172,0.7031,4
0,2000,0.4545,0.4192,0.7032,4
0,2000,0.4572,0.4212,0.7033,4
0,2000,0.4599,0.4231,0.7034,4
0,2000,0.4625,0.4251,0.7036,4
0,2000,0.4652,0.4271,0.7037,4
0,2000,0.4678,0.429,0.7038,4
0,2000,0.4704,0.431,0.704,4
0,2000,0.473,0.4329,0.7041,4
0,2000,0.4741,0.4348,0.7042,4
0,2000,0.4752,0.4367,0.7044,4
0,2000,0.4763,0.4386,0.7045,4
0,2000,0.4773,0.4405,0.7046,4
0,2000,0.4784,0.4423,0.7048,4
0,2000,0.4795,0.4442,0.7049,4
0,2000,0.4806,0.446,0.705,4
0,2000,0.4816,0.4479,0.7051,4
0,2000,0.4827,0.4497,0.7053,4
0,2000,0.4838,0.4515,0.7054,4
0,2000,0.4852,0.4533,0.7055,4
0,2000,0.4866,0.4551,0.7057,4
0,2000,0.4881,0.457,0.7058,4
0,2000,0.4895,0.4587,0.7059,4
0,2000,0.4909,0.4605,0.706,4
0,2000,0.4923,0.4623,0.7062,4
0,2000,0.4937,0.4641,0.7063,4
0,2000,0.4951,0.4659,0.7064,4
0,2000,0.4965,0.4676,0.7066,4
0,2000,0.4979,0.4694,0.7067,4
0,2000,0.4973,0.4711,0.7068,4
0,2000,0.4968,0.4728,0.7069,4
0,2000,0.4962,0.4745,0.7071,4
0,2000,0.4957,0.4761,0.7072,4
0,2000,0.4952,0.4778,0.7073,4
0,2000,0.4947,0.4795,0.7075,4
0,2000,0.4942,0.4811,0.7076,4
0,2000,0.4938,0.4828,0.7077,4
0,2000,0.4933,0.4844,0.7078,4
0,2000,0.4929,0.4861,0.708,4
0,2000,0.4926,0.4877,0.7081,4
0,2000,0.4923,0.4894,0.7082,4
0,2000,0.492,0.491,0.7083,4
0,2000,0.4917,0.4926,0.7085,4
0,2000,0.4915,0.4942,0.7086,4
0,2000,0.4912,0.4958,0.7087,4
0,2000,0.491,0.4974,0.7088,4
0,2000,0.4907,0.499,0.709,4
0,2000,0.4905,0.5006,0.7091,4
0,2000,0.4903,0.5022,0.7092,4
0,2000,0.4938,0.5038,0.7093,4
0,2000,0.4972,0.5055,0.7095,4
0,2000,0.5006,0.5071,0.7096,4
0,2000,0.5039,0.5087,0.7097,4
0,2000,0.5073,0.5103,0.7098,4
0,2000,0.5106,0.512,0.71,4
0,2000,0.5139,0.5136,0.7101,4
0,2000,0.5172,0.5152,0.7102,4
0,2000,0.5204,0.5168,0.7103,4
0,2000,0.5236,0.5183,0.7105,4
0,2000,0.5252,0.5199,0.7106,4
0,2000,0.5267,0.5214,0.7107,4
0,2000,0.5282,0.523,0.7108,4
0,2000,0.5298,0.5245,0.711,4
0,2000,0.5313,0.5261,0.7111,4
0,2000,0.5328,0.5276,0.7112,4
0,2000,0.5343,0.5291,0.7113,4
0,2000,0.5358,0.5306,0.7115,4
0,2000,0.5373,0.5321,0.7116,4
0,2000,0.5388,0.5336,0.7117,4
0,2000,0.5391,0.5351,0.7118,4
0,2000,0.5393,0.5366,0.7119,4
0,2000,0.5396,0.538,0.7121,4
0,2000,0.5399,0.5395,0.7122,4
0,2000,0.5402,0.5409,0.7123,4
0,2000,0.5405,0.5424,0.7124,4
0,2000,0.5408,0.5438,0.7126,4
0,2000,0.5411,0.5453,0.7127,4
0,2000,0.5414,0.5467,0.7128,4
0,2000,0.5417,0.5481,0.7129,4
0,2000,0.5421,0.5496,0.7131,4
0,2000,0.5425,0.551,0.7132,4
0,2000,0.5429,0.5524,0.7133,4
0,2000,0.5433,0.5538,0.7134,4
0,2000,0.5437,0.5552,0.7135,4
0,2000,0.5441,0.5566,0.7137,4
0,2000,0.5445,0.558,0.7138,4
0,2000,0.5449,0.5594,0.7139,4
0,2000,0.5453,0.5608,0.714,4
0,2000,0.5457,0.5622,0.7142,4
0,2000,0.5488,0.5636,0.7143,4
0,2000,0.5518,0.565,0.7144,4
0,2000,0.5548,0.5664,0.7145,4
0,2000,0.5577,0.5679,0.7146,4
0,2000,0.5607,0.5693,0.7148,4
0,2000,0.5636,0.5707,0.7149,4
0,2000,0.5666,0.5721,0.715,4
0,2000,0.5695,0.5735,0.7151,4
0,2000,0.5723,0.5749,0.7153,4
0,2000,0.5752,0.5763,0.7154,4
0,2000,0.5766,0.5776,0.7155,4
0,2000,0.5779,0.579,0.7156,4
0,2000,0.5793,0.5803,0.7157,4
0,2000,0.5806,0.5817,0.7159,4
0,2000,0.5819,0.583,0.716,4
0,2000,0.5833,0.5843,0.7161,4
0,2000,0.5846,0.5857,0.7162,4
0,2000,0.5859,0.587,0.7163,4
0,2000,0.5873,0.5883,0.7165,4
0,2000,0.5886,0.5896,0.7166,4
0,2000,0.5908,0.591,0.7167,4
0,2000,0.593,0.5923,0.7168,4
0,2000,0.5952,0.5936,0.717,4
0,2000,0.5974,0.595,0.7171,4
0,2000,0.5996,0.5963,0.7172,4
0,2000,0.6018,0.5976,0.7173,4
0,2000,0.6039,0.5989,0.7174,4
0,2000,0.6061,0.6002,0.7176,4
0,2000,0.6082,0.6015,0.7177,4
0,2000,0.6103,0.6028,0.7178,4
0,2000,0.6122,0.6041,0.7179,4
0,2000,0.6142,0.6054,0.718,4
0,2000,0.616,0.6067,0.7182,4
0,2000,0.6179,0.6079,0.7183,4
0,2000,0.6198,0.6092,0.7184,4
0,2000,0.6217,0.6105,0.7185,4
0,2000,0.6235,0.6118,0.7186,4
0,2000,0.6254,0.613,0.7188,4
0,2000,0.6272,0.6143,0.7189,4
0,2000,0.6291,0.6156,0.719,4
0,2000,0.6315,0.6168,0.7191,4
0,2000,0.6339,0.6181,0.7193,4
0,2000,0.6362,0.6193,0.7194,4
0,2000,0.6386,0.6206,0.7195,4
0,2000,0.6409,0.6218,0.7196,4
0,2000,0.6433,0.6231,0.7197,4
0,2000,0.6456,0.6243,0.7199,4
0,2000,0.6479,0.6256,0.72,4
0,2000,0.6502,0.6268,0.7201,4
0,2000,0.6525,0.6281,0.7202,4
0,2000,0.6542,0.6293,0.7203,4
0,2000,0.6559,0.6305,0.7205,4
0,2000,0.6575,0.6317,0.7206,4
0,2000,0.6592,0.6329,0.7207,4
0,2000,0.6609,0.6341,0.7208,4
0,2000,0.6625,0.6353,0.7209,4
0,2000,0.6642,0.6365,0.7211,4
0,2000,0.6658,0.6377,0.7212,4
0,2000,0.6674,0.6389,0.7213,4
0,2000,0.6691,0.6401,0.7214,4
0,2000,0.6679,0.6412,0.7215,4
0,2000,0.6667,0.6424,0.7217,4
0,2000,0.6656,0.6435,0.7218,4
0,2000,0.6644,0.6446,0.7219,4
0,2000,0.6633,0.6457,0.722,4
0,2000,0.6622,0.6468,0.7221,4
0,2000,0.6612,0.648,0.7223,4
0,2000,0.6601,0.6491,0.7224,4
0,2000,0.6591,0.6502,0.7225,4
0,2000,0.6581,0.6513,0.7226,4
0,2000,0.6598,0.6525,0.7227,4
0,2000,0.6616,0.6536,0.7229,4
0,2000,0.6633,0.6548,0.723,4
0,2000,0.6651,0.6559,0.7231,4
0,2000,0.6668,0.6571,0.7232,4
0,2000,0.6685,0.6582,0.7233,4
0,2000,0.6702,0.6593,0.7235,4
0,2000,0.6719,0.6605,0.7236,4
0,2000,0.6736,0.6616,0.7237,4
0,2000,0.6753,0.6627,0.7238,4
0,2000,0.6782,0.6639,0.7239,4
0,2000,0.6811,0.665,0.7241,4
0,2000,0.6839,0.6662,0.7242,4
0,2000,0.6867,0.6673,0.7243,4
0,2000,0.6895,0.6685,0.7244,4
0,2000,0.6923,0.6696,0.7245,4
0,2000,0.6951,0.6707,0.7246,4
0,2000,0.6979,0.6719,0.7248,4
0,2000,0.7006,0.673,0.7249,4
0,2000,0.7033,0.6741,0.725,4
0,2000,0.7054,0.6752,0.7251,4
0,2000,0.7074,0.6763,0.7252,4
0,2000,0.7095,0.6774,0.7254,4
0,2000,0.7115,0.6785,0.7255,4
0,2000,0.7135,0.6796,0.7256,4
0,2000,0.7155,0.6807,0.7257,4
0,2000,0.7175,0.6818,0.7258,4
0,2000,0.7195,0.6829,0.726,4
0,2000,0.7215,0.684,0.7261,4
0,2000,0.7234,0.6851,0.7262,4
0,2000,0.7204,0.6861,0.7263,4
0,2000,0.7174,0.6871,0.7264,4
0,2000,0.7144,0.688,0.7266,4
0,2000,0.7114,0.689,0.7267,4
0,2000,0.7085,0.69,0.7268,4
0,2000,0.7057,0.691,0.7269,4
0,2000,0.7028,0.6919,0.727,4
0,2000,0.7,0.6929,0.7271,4
0,2000,0.6972,0.6939,0.7273,4
0,2000,0.6945,0.6948,0.7274,4
0,2000,0.6952,0.6959,0.7275,4
0,2000,0.6959,0.6969,0.7276,4
0,2000,0.6966,0.6979,0.7277,4
0,2000,0.6972,0.699,0.7278,4
0,2000,0.6979,0.7,0.728,4
0,2000,0.6986,0.701,0.7281,4
0,2000,0.6993,0.702,0.7282,4
0,2000,0.7,0.703,0.7283,4
0,2000,0.7007,0.704,0.7284,4
0,2000,0.7014,0.705,0.7285,4
0,2000,0.702,0.706,0.7287,4
0,2000,0.7026,0.707,0.7288,4
0,2000,0.7032,0.708,0.7289,4
0,2000,0.7038,0.709,0.729,4
0,2000,0.7044,0.71,0.7291,4
0,2000,0.705,0.711,0.7292,4
0,2000,0.7056,0.712,0.7293,4
0,2000,0.7062,0.713,0.7295,4
0,2000,0.7069,0.714,0.7296,4
0,2000,0.7075,0.715,0.7297,4
0,2000,0.7091,0.716,0.7298,4
0,2000,0.7108,0.717,0.7299,4
0,2000,0.7124,0.718,0.73,4
0,2000,0.714,0.719,0.7302,4
0,2000,0.7156,0.7199,0.7303,4
0,2000,0.7172,0.7209,0.7304,4
0,2000,0.7188,0.7219,0.7305,4
0,2000,0.7204,0.7229,0.7306,4
0,2000,0.722,0.7239,0.7307,4
0,2000,0.7235,0.7249,0.7308,4
0,2000,0.7238,0.7258,0.731,4
0,2000,0.724,0.7268,0.7311,4
0,2000,0.7242,0.7277,0.7312,4
0,2000,0.7244,0.7287,0.7313,4
0,2000,0.7247,0.7296,0.7314,4
0,2000,0.7249,0.7305,0.7315,4
0,2000,0.7252,0.7315,0.7317,4
0,2000,0.7254,0.7324,0.7318,4
0,2000,0.7257,0.7333,0.7319,4
0,2000,0.7259,0.7343,0.732,4
0,2000,0.727,0.7352,0.7321,4
0,2000,0.7281,0.7362,0.7322,4
0,2000,0.7292,0.7371,0.7323,4
0,2000,0.7302,0.738,0.7325,4
0,2000,0.7313,0.739,0.7326,4
0,2000,0.7324,0.7399,0.7327,4
0,2000,0.7334,0.7408,0.7328,4
0,2000,0.7345,0.7418,0.7329,4
0,2000,0.7355,0.7427,0.733,4
0,2000,0.7366,0.7436,0.7331,4
0,2000,0.7402,0.7446,0.7332,4
0,2000,0.7438,0.7456,0.7334,4
0,2000,0.7474,0.7465,0.7335,4
0,2000,0.7509,0.7475,0.7336,4
0,2000,0.7545,0.7485,0.7337,4
0,2000,0.758,0.7494,0.7338,4
0,2000,0.7614,0.7504,0.7339,4
0,2000,0.7649,0.7514,0.734,4
